,id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
4154,43.csv_Day7_13h00m,43.27,48.24,52.05,57.5,62.81,65.4,66.9,68.64,73.31
4155,43.csv_Day7_13h30m,35.32,46.52,47.55,54.78,59.5,61.34,63.67,65.59,69.55
4156,43.csv_Day7_14h00m,34.95,43.32,45.99,51.83,52.49,55.76,57.24,60.51,63.52
4157,43.csv_Day7_14h30m,29.2,36.27,43.17,46.48,46.98,48.25,51.45,55.8,56.13
4158,43.csv_Day7_15h00m,25.77,31.23,34.04,34.32,39.35,40.01,42.04,44.67,46.57
4159,43.csv_Day7_15h30m,22.2,28.05,26.6,28.89,32.62,32.86,34.74,35.95,38.14
4160,43.csv_Day7_16h00m,12.86,21.11,22.45,23.74,25.76,25.06,24.24,26.89,26.56
4161,43.csv_Day7_16h30m,10.13,15.94,14.28,14.52,15.48,16.2,15.42,16.13,19.3
4162,43.csv_Day7_17h00m,2.42,10.04,6.71,6.01,6.42,5.71,5.85,7.3,11.24
4163,43.csv_Day7_17h30m,0.0,0.4,0.84,0.5,0.66,0.66,0.93,2.91,2.58
4164,43.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4165,43.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4166,43.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4167,43.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4168,43.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4169,43.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4170,43.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4171,43.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,43.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4173,43.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,43.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175,43.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4176,43.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,43.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,43.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4179,43.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4180,43.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4181,43.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,43.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4183,43.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4184,43.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4185,43.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4186,43.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4187,43.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4188,43.csv_Day8_6h00m,0.0,0.0,0.39,0.6,0.58,1.21,1.01,1.09,1.57
4189,43.csv_Day8_6h30m,2.35,3.68,4.97,4.54,4.92,6.09,6.03,6.67,7.43
4190,43.csv_Day8_7h00m,5.53,8.79,12.06,12.36,12.86,13.17,13.59,14.38,14.08
4191,43.csv_Day8_7h30m,8.98,14.9,18.81,20.79,21.89,22.53,22.64,23.43,24.55
4192,43.csv_Day8_8h00m,12.06,21.36,28.21,31.84,33.38,34.69,35.55,35.74,36.76
4193,43.csv_Day8_8h30m,16.72,27.93,37.54,39.86,41.96,43.58,43.81,43.75,45.16
4194,43.csv_Day8_9h00m,24.42,34.81,44.87,46.44,48.97,50.63,51.57,51.52,53.32
4195,43.csv_Day8_9h30m,26.1,41.48,46.64,53.53,55.99,56.67,58.24,57.81,58.85
4196,43.csv_Day8_10h00m,27.77,40.18,51.03,58.84,59.7,59.24,64.4,65.45,65.32
4197,43.csv_Day8_10h30m,28.61,40.29,54.32,65.38,65.16,66.01,69.15,70.64,73.41
4198,43.csv_Day8_11h00m,28.02,38.39,53.95,61.31,66.31,67.87,72.33,74.12,75.71
4199,43.csv_Day8_11h30m,26.06,37.69,53.35,60.57,67.27,69.2,74.29,76.18,78.72
4200,43.csv_Day8_12h00m,25.88,36.7,52.91,60.34,67.56,69.83,75.06,76.78,80.34
4201,43.csv_Day8_12h30m,23.87,34.74,49.25,58.42,66.65,68.55,71.33,75.99,77.1
4202,43.csv_Day8_13h00m,23.83,33.53,49.78,54.74,62.15,64.43,67.79,72.35,75.36
4203,43.csv_Day8_13h30m,21.93,31.0,38.62,50.0,58.81,60.05,62.12,67.16,71.18
4204,43.csv_Day8_14h00m,19.87,28.98,36.24,43.21,52.68,55.48,57.5,62.55,62.82
4205,43.csv_Day8_14h30m,12.6,25.54,37.68,40.14,46.02,49.11,51.56,54.04,55.0
4206,43.csv_Day8_15h00m,8.95,17.06,24.82,31.17,38.62,41.15,43.44,46.05,47.15
4207,43.csv_Day8_15h30m,6.17,11.33,16.29,19.9,28.02,31.84,34.09,35.27,38.28
4208,43.csv_Day8_16h00m,4.95,14.29,15.44,14.99,23.12,22.0,25.98,26.2,28.74
4209,43.csv_Day8_16h30m,6.03,11.46,16.35,11.15,15.67,13.33,16.22,17.74,19.06
4210,43.csv_Day8_17h00m,1.48,4.48,5.9,5.79,5.93,5.91,6.47,7.46,8.93
4211,43.csv_Day8_17h30m,0.0,0.0,0.19,0.17,0.31,1.06,0.77,1.38,4.57
4212,43.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.18,0.13
4213,43.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4214,43.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4215,43.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4216,43.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,43.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4218,43.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,43.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,43.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,43.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4222,43.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,43.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,44.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,44.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4226,44.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4227,44.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4228,44.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4229,44.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230,44.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231,44.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4232,44.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,44.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4234,44.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4235,44.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4236,44.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4237,44.csv_Day7_6h30m,0.22,0.0,0.55,0.76,1.13,1.04,0.92,1.84,1.69
4238,44.csv_Day7_7h00m,1.82,1.3,2.49,3.07,3.91,5.42,5.77,6.64,8.7
4239,44.csv_Day7_7h30m,3.52,5.64,8.46,9.6,10.74,14.14,14.61,16.05,19.06
4240,44.csv_Day7_8h00m,6.06,9.43,13.08,17.99,19.95,20.26,22.68,24.94,27.88
4241,44.csv_Day7_8h30m,7.42,11.5,18.83,26.01,27.51,28.61,32.6,32.35,36.33
4242,44.csv_Day7_9h00m,10.46,17.32,25.67,31.67,33.71,36.24,37.85,39.11,43.39
4243,44.csv_Day7_9h30m,11.95,20.12,29.53,37.44,41.16,41.63,44.29,44.34,46.34
4244,44.csv_Day7_10h00m,15.37,27.08,37.4,46.59,48.22,50.79,50.32,49.09,51.14
4245,44.csv_Day7_10h30m,17.63,32.47,43.92,50.75,53.32,55.86,55.23,56.26,57.92
4246,44.csv_Day7_11h00m,19.18,32.11,43.24,51.15,54.37,56.32,59.1,60.3,62.33
4247,44.csv_Day7_11h30m,23.31,39.85,48.1,56.34,58.9,60.06,61.36,62.25,65.83
4248,44.csv_Day7_12h00m,24.21,40.19,48.53,56.25,59.33,60.08,61.23,62.26,66.47
4249,44.csv_Day7_12h30m,26.58,41.61,47.02,57.58,57.41,58.21,59.37,61.52,65.46
4250,44.csv_Day7_13h00m,23.56,38.36,46.2,54.96,55.2,58.38,58.06,59.79,63.12
4251,44.csv_Day7_13h30m,21.39,36.86,43.31,50.68,50.49,54.55,55.01,55.74,58.7
4252,44.csv_Day7_14h00m,14.9,28.11,38.59,46.79,44.71,47.52,48.74,47.8,50.15
4253,44.csv_Day7_14h30m,9.67,20.38,29.64,36.05,37.53,38.92,40.31,41.29,43.4
4254,44.csv_Day7_15h00m,7.16,16.02,25.61,30.79,30.72,33.32,32.95,35.02,35.06
4255,44.csv_Day7_15h30m,5.28,13.6,22.4,22.53,22.79,25.04,25.07,26.78,29.38
4256,44.csv_Day7_16h00m,3.58,8.42,12.11,12.85,13.38,14.57,14.52,16.08,19.19
4257,44.csv_Day7_16h30m,1.69,2.11,4.58,4.93,5.15,6.5,5.82,8.19,12.13
4258,44.csv_Day7_17h00m,0.25,0.0,0.29,0.46,0.94,0.69,0.88,2.72,2.12
4259,44.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.08,0.09
4260,44.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4261,44.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4262,44.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4263,44.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4264,44.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4265,44.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4266,44.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4267,44.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4268,44.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4269,44.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,44.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4271,44.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4272,44.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,44.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4274,44.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4275,44.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4276,44.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4277,44.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4278,44.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,44.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,44.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4281,44.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4282,44.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4283,44.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4284,44.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4285,44.csv_Day8_6h30m,1.0,0.22,0.0,0.7,1.0,1.24,0.85,1.28,2.18
4286,44.csv_Day8_7h00m,3.13,2.76,2.87,4.25,4.86,5.0,5.83,7.4,9.05
4287,44.csv_Day8_7h30m,5.87,6.75,9.03,10.49,13.28,14.25,14.82,14.95,17.46
4288,44.csv_Day8_8h00m,8.28,11.02,14.25,18.62,21.55,22.54,23.22,24.12,27.22
4289,44.csv_Day8_8h30m,9.9,15.0,20.37,25.8,29.72,31.4,32.71,30.56,36.84
4290,44.csv_Day8_9h00m,12.39,19.98,30.4,34.24,37.33,39.63,39.74,40.66,44.16
4291,44.csv_Day8_9h30m,16.94,25.12,37.95,40.36,44.67,45.57,47.2,47.07,49.31
4292,44.csv_Day8_10h00m,20.83,33.47,46.37,48.67,50.41,51.77,53.2,51.31,54.43
4293,44.csv_Day8_10h30m,28.22,36.46,47.12,50.9,55.1,55.02,57.32,55.4,58.71
4294,44.csv_Day8_11h00m,26.65,36.29,46.39,52.63,56.23,57.09,59.02,59.29,61.03
4295,44.csv_Day8_11h30m,29.53,40.79,46.02,55.0,58.62,60.21,60.67,62.27,63.7
4296,44.csv_Day8_12h00m,25.88,36.14,45.74,52.89,57.3,59.08,60.54,62.61,64.72
4297,44.csv_Day8_12h30m,25.06,35.07,46.18,51.11,52.73,56.66,58.48,61.14,63.33
4298,44.csv_Day8_13h00m,22.84,34.17,42.32,49.67,50.97,55.6,57.26,59.76,61.4
4299,44.csv_Day8_13h30m,19.83,32.54,39.69,46.34,46.46,51.37,53.51,53.26,54.8
4300,44.csv_Day8_14h00m,17.94,29.81,37.41,40.79,40.5,45.17,47.01,48.35,49.49
4301,44.csv_Day8_14h30m,13.89,23.17,31.18,35.91,37.02,40.52,40.83,42.15,43.44
4302,44.csv_Day8_15h00m,8.66,18.93,26.19,27.77,29.04,32.22,33.36,33.81,38.0
4303,44.csv_Day8_15h30m,6.57,15.45,18.78,21.6,21.61,23.58,25.03,25.11,27.9
4304,44.csv_Day8_16h00m,3.9,5.75,9.76,12.25,12.82,13.14,14.23,14.56,18.37
4305,44.csv_Day8_16h30m,2.04,3.11,4.1,5.11,5.81,5.56,6.37,6.87,9.47
4306,44.csv_Day8_17h00m,0.83,0.0,0.0,0.32,0.48,0.82,0.65,0.88,2.47
4307,44.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.07,0.1
4308,44.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4309,44.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4310,44.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4311,44.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4312,44.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4313,44.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4314,44.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4315,44.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4316,44.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4317,44.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4318,44.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4319,44.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,45.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4321,45.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,45.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,45.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4324,45.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4325,45.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4326,45.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4327,45.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4328,45.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4329,45.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4330,45.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4331,45.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4332,45.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4333,45.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4334,45.csv_Day7_7h00m,1.06,2.27,0.73,1.94,1.72,1.72,2.25,2.23,1.97
4335,45.csv_Day7_7h30m,3.68,5.57,5.61,7.13,7.23,7.65,8.32,8.0,10.02
4336,45.csv_Day7_8h00m,5.82,12.0,12.95,13.73,14.89,16.18,17.87,17.11,20.19
4337,45.csv_Day7_8h30m,14.11,17.97,18.56,20.25,22.97,25.32,25.42,26.58,29.03
4338,45.csv_Day7_9h00m,20.27,23.63,26.23,30.13,30.91,31.95,32.83,36.68,39.1
4339,45.csv_Day7_9h30m,26.16,31.66,31.69,36.4,38.18,40.85,40.71,42.97,44.37
4340,45.csv_Day7_10h00m,26.5,37.39,34.68,38.3,44.43,46.27,47.35,48.82,51.38
4341,45.csv_Day7_10h30m,28.49,40.33,40.52,46.07,50.71,53.83,53.81,54.66,57.56
4342,45.csv_Day7_11h00m,30.7,41.46,41.21,48.66,55.52,59.38,57.23,59.19,64.16
4343,45.csv_Day7_11h30m,25.77,40.83,46.21,50.01,54.06,57.66,55.32,57.55,59.79
4344,45.csv_Day7_12h00m,26.62,38.84,40.13,50.84,50.94,56.59,56.88,57.03,60.56
4345,45.csv_Day7_12h30m,25.45,43.09,39.31,45.25,48.39,54.64,56.63,56.54,61.56
4346,45.csv_Day7_13h00m,25.47,40.74,36.83,44.85,47.82,54.42,56.09,56.81,62.33
4347,45.csv_Day7_13h30m,22.7,32.18,37.35,43.15,47.43,53.39,54.26,57.08,60.79
4348,45.csv_Day7_14h00m,19.82,28.36,31.39,37.16,43.97,50.02,48.82,52.4,55.08
4349,45.csv_Day7_14h30m,17.3,24.63,27.35,34.39,40.96,43.26,45.58,47.08,48.76
4350,45.csv_Day7_15h00m,15.2,22.68,26.22,31.03,35.52,37.45,39.42,39.82,43.19
4351,45.csv_Day7_15h30m,9.5,15.37,18.2,20.59,29.76,30.6,31.93,35.61,37.27
4352,45.csv_Day7_16h00m,5.28,10.23,12.11,13.55,18.63,18.97,21.59,23.36,24.79
4353,45.csv_Day7_16h30m,3.82,8.03,9.8,10.14,12.89,12.64,13.67,14.68,17.3
4354,45.csv_Day7_17h00m,2.2,3.73,4.35,5.79,5.94,6.46,6.14,8.06,7.84
4355,45.csv_Day7_17h30m,0.82,1.67,0.7,1.68,1.7,1.86,1.47,1.99,2.17
4356,45.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4357,45.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4358,45.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4359,45.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4360,45.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4361,45.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4362,45.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,45.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,45.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4365,45.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4366,45.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4367,45.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4368,45.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4369,45.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4370,45.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,45.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4372,45.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4373,45.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4374,45.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4375,45.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4376,45.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4377,45.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4378,45.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4379,45.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4380,45.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4381,45.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.17
4382,45.csv_Day8_7h00m,0.57,0.0,0.0,1.65,1.74,2.17,2.62,2.27,2.72
4383,45.csv_Day8_7h30m,1.74,3.68,2.61,6.63,7.43,8.16,8.95,9.34,10.07
4384,45.csv_Day8_8h00m,5.26,7.12,9.29,14.56,15.73,16.77,17.61,16.88,19.14
4385,45.csv_Day8_8h30m,10.49,12.51,15.69,23.42,24.9,26.21,27.13,27.64,29.25
4386,45.csv_Day8_9h00m,13.22,17.09,24.79,30.26,33.32,33.4,35.07,37.09,38.61
4387,45.csv_Day8_9h30m,22.39,24.76,34.21,38.96,40.12,42.23,41.48,44.27,46.42
4388,45.csv_Day8_10h00m,26.73,27.29,36.06,40.07,42.91,45.31,46.52,48.34,53.03
4389,45.csv_Day8_10h30m,26.86,34.43,41.25,44.88,50.2,50.95,52.62,54.56,58.46
4390,45.csv_Day8_11h00m,28.16,38.76,44.05,45.2,53.23,57.46,56.97,61.58,63.59
4391,45.csv_Day8_11h30m,29.5,41.62,42.5,45.28,50.57,56.78,57.7,59.99,62.86
4392,45.csv_Day8_12h00m,23.59,35.19,40.46,43.18,50.43,55.21,58.12,58.48,61.73
4393,45.csv_Day8_12h30m,23.58,34.12,40.25,46.18,46.74,54.52,57.76,60.4,62.79
4394,45.csv_Day8_13h00m,24.37,31.88,38.1,42.32,45.64,55.41,57.17,60.28,62.75
4395,45.csv_Day8_13h30m,21.6,26.89,33.36,42.71,46.9,54.1,55.9,58.31,62.7
4396,45.csv_Day8_14h00m,21.33,25.29,31.8,43.29,49.03,52.46,53.46,55.17,59.95
4397,45.csv_Day8_14h30m,18.26,22.15,29.43,38.82,41.06,43.59,47.03,49.14,49.77
4398,45.csv_Day8_15h00m,13.98,21.34,25.72,32.22,34.31,36.56,39.7,41.07,43.7
4399,45.csv_Day8_15h30m,10.36,15.55,17.3,26.64,29.55,32.3,34.76,36.44,38.53
4400,45.csv_Day8_16h00m,7.2,8.37,11.12,16.36,19.15,20.92,22.41,24.09,25.31
4401,45.csv_Day8_16h30m,5.2,6.23,7.2,11.52,12.67,13.65,14.03,15.84,17.0
4402,45.csv_Day8_17h00m,2.57,2.65,2.5,5.43,5.76,6.33,7.5,6.84,7.93
4403,45.csv_Day8_17h30m,0.34,0.0,0.0,1.77,1.79,2.06,1.88,1.63,2.48
4404,45.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4405,45.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4406,45.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4407,45.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4408,45.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,45.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,45.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,45.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,45.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,45.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4414,45.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4415,45.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4416,46.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
